body_a,body_b,date,jd_ut,longitude_difference_deg,angular_separation_deg,ecliptic_longitude_deg,solar_elongation_deg,event_class
Mercury,Mars,1419-09-05 19:55 UT (Julian),2239595.3298610947,1.0333348313906754e-05,0.7602183990690978,161.94185017502534,9.000341762302497,longitude_conjunction
Venus,Saturn,1419-09-26 17:20 UT (Julian),2239616.222222207,0.00011651189151962171,0.4971899519390958,161.02243055719208,30.50187013909118,longitude_conjunction
Venus,Mars,1419-10-21 06:07 UT (Julian),2239640.7548610955,0.00012895808512780604,0.7163715946554454,191.28966435643343,24.71374771399752,longitude_conjunction
Mercury,Venus,1419-11-29 02:11 UT (Julian),2239679.5909722056,0.00011217738835966884,2.0228996819829437,239.89727611693593,15.419943204986964,longitude_conjunction
Mercury,Venus,1420-01-23 08:19 UT (Julian),2239734.846527761,5.5417070655039424e-05,0.892941583120193,309.32097546992236,2.238851225250869,longitude_conjunction
Mercury,Venus,1420-03-04 23:32 UT (Julian),2239776.4805555404,0.0005748616994196709,4.7997574293585705,1.308222047709011,8.00712329789917,longitude_conjunction
Venus,Jupiter,1420-05-04 10:58 UT (Julian),2239836.95694443,0.00016152052313600507,1.2715259176637896,75.66917285806986,23.392459099588677,longitude_conjunction
Mercury,Jupiter,1420-05-22 18:58 UT (Julian),2239855.290277762,0.00032383460009555165,1.932781237338335,79.77154277382903,9.927123916403218,longitude_conjunction
Venus,Saturn,1420-07-17 20:13 UT (Julian),2239911.3423610944,3.432861691976541e-05,1.1596455139626016,164.03427398651792,40.70235982376852,longitude_conjunction
Mercury,Saturn,1420-08-31 21:39 UT (Julian),2239956.4020833196,0.0004857710723058517,0.5650550622155613,169.30512850913715,2.442828851358172,longitude_conjunction
Mercury,Venus,1420-11-29 06:32 UT (Julian),2240045.7722222065,5.02478978887666e-05,0.24997768666130069,236.59734810140517,19.66880086763834,longitude_conjunction
Mars,Jupiter,1421-05-18 10:26 UT (Julian),2240215.934722208,2.958281214660019e-05,0.9719611731178741,104.66900105192305,39.21925359337831,longitude_conjunction
Mercury,Jupiter,1421-06-11 19:06 UT (Julian),2240240.295833317,0.13747729310699697,1.818230160267749,109.61245331417835,20.90955479281328,longitude_conjunction
Mercury,Venus,1421-07-08 17:19 UT (Julian),2240267.2215277627,0.00018823271449264212,4.155777129458313,99.7024815843881,14.677127620603358,longitude_conjunction
Venus,Jupiter,1421-07-24 11:54 UT (Julian),2240282.995833318,2.01968133524133e-05,0.3503862713903218,119.06496284669902,10.409471766222623,longitude_conjunction
Mercury,Jupiter,1421-07-29 06:10 UT (Julian),2240287.756944429,0.00025018855762937164,0.3717356280977906,120.10660058670818,13.940837166190533,longitude_conjunction
Mercury,Venus,1421-08-05 03:15 UT (Julian),2240294.635416653,0.0001894877992469901,0.49221003795294715,133.42831189203622,7.240172484204095,longitude_conjunction
Mercury,Mars,1421-08-21 03:32 UT (Julian),2240310.6472222083,0.00013433562443765368,0.28658069169654754,164.16843007257813,8.016512349955377,longitude_conjunction
Mercury,Saturn,1421-08-30 14:46 UT (Julian),2240320.1152777607,0.0003538646394360967,1.9265620948475397,180.18106674725743,14.810092237448117,longitude_conjunction
Venus,Mars,1421-09-08 08:56 UT (Julian),2240328.872222205,0.00011971675377253632,0.5004356872444392,175.96398304723562,2.025422440468475,longitude_conjunction
Venus,Saturn,1421-09-13 01:32 UT (Julian),2240333.5638888725,0.00019743615624179256,0.8917738710337577,181.81622836741843,3.2719029164196343,longitude_conjunction
Mars,Saturn,1421-09-18 07:22 UT (Julian),2240338.806944428,7.13977705686375e-05,1.3939014133177539,182.45912778332007,1.2478896932520342,longitude_conjunction
Mercury,Venus,1421-10-14 18:07 UT (Julian),2240365.2548610955,0.00011191643059760281,2.347359514488953,221.4231973381349,11.42828995333187,longitude_conjunction
Mercury,Mars,1421-10-27 04:17 UT (Julian),2240377.678472208,0.00017465328556909299,1.2490869745750584,208.3924509545031,14.08174354984979,longitude_conjunction
Mercury,Mars,1421-11-10 14:51 UT (Julian),2240392.1187499827,8.02578658181119e-05,1.6845160045494862,218.25141405087177,18.813321755965774,longitude_conjunction
Mercury,Venus,1422-07-05 22:02 UT (Julian),2240629.4180555413,0.0005425134063159476,4.501704912605524,92.18267977549496,19.28205803748625,longitude_conjunction
Mercury,Jupiter,1422-08-02 20:49 UT (Julian),2240657.367361094,0.0001244823861270561,0.7471243815888227,145.2414685839716,6.996644476690022,longitude_conjunction
Mercury,Saturn,1422-08-31 23:51 UT (Julian),2240686.4937499845,8.617628293450252e-05,3.947638220625778,191.1842482614935,24.707536687914114,longitude_conjunction
Venus,Jupiter,1422-10-06 20:12 UT (Julian),2240722.34166665,5.424948420795772e-05,0.27321008352624904,158.7809408453531,43.06584120446141,longitude_conjunction
Mercury,Saturn,1422-10-07 04:05 UT (Julian),2240722.6701388746,0.00027724161719788754,2.5252541155536576,195.50210648013572,6.672144173064453,longitude_conjunction
Mercury,Saturn,1422-10-20 20:05 UT (Julian),2240736.3368055387,0.00017273745586976474,0.06359338337855489,197.13258644721463,18.721894381291207,longitude_conjunction
Venus,Saturn,1422-11-10 03:16 UT (Julian),2240756.6361110974,2.9562970979668535e-05,0.38137470695868936,199.40083217643536,36.93084641730252,longitude_conjunction
Mercury,Venus,1423-01-28 06:46 UT (Julian),2240835.7819444286,0.00015137315097035753,3.3125014671440707,297.4413184523443,19.3808112364498,longitude_conjunction
Mercury,Venus,1423-03-22 11:39 UT (Julian),2240888.9854166517,5.697558557926641e-05,0.16185185551279202,3.5778816974401884,6.283130826293046,longitude_conjunction
Mercury,Venus,1423-05-14 01:12 UT (Julian),2240941.549999984,3.949002319814099e-05,1.1871944123864426,68.3869037315802,7.602497158723111,longitude_conjunction
Venus,Mars,1423-07-28 23:11 UT (Julian),2241017.4659722075,2.5676927521089965e-05,0.3854049697536449,161.16860926198413,27.87601680643084,longitude_conjunction
Venus,Jupiter,1423-08-04 17:00 UT (Julian),2241024.2083333186,0.0002476957708950067,0.04790463668082731,169.3404634701486,29.56047701620753,longitude_conjunction
Mercury,Mars,1423-08-10 01:12 UT (Julian),2241029.549999984,0.00014181083602693434,1.3024321461897337,168.874811604735,23.9412044223225,longitude_conjunction
Mercury,Jupiter,1423-08-11 09:11 UT (Julian),2241030.8826388754,0.0001884681717569947,1.8229357330996427,170.69787079254982,24.476778992288047,longitude_conjunction
Mars,Jupiter,1423-08-13 14:18 UT (Julian),2241033.0958333164,0.00012071411626379813,0.3543970584039014,171.154797234853,22.793957151188067,longitude_conjunction
Venus,Saturn,1423-08-31 16:54 UT (Julian),2241051.204166652,0.00022651803155326888,2.46229436342835,201.8463293043224,35.893741498782276,longitude_conjunction
Mercury,Mars,1423-09-11 00:32 UT (Julian),2241061.5222222065,0.00014356442645180323,4.218768477439327,189.7554266701245,13.696593767595715,longitude_conjunction
Mercury,Jupiter,1423-09-21 02:54 UT (Julian),2241071.6208333164,0.00020545181453712758,2.3437548449146113,179.40441303116228,6.599189433942968,longitude_conjunction
Mars,Saturn,1423-10-04 17:02 UT (Julian),2241085.2097222074,0.0001622340762139629,1.9565289544764894,205.72093567054583,6.240199837149618,longitude_conjunction
Mercury,Jupiter,1423-10-05 15:49 UT (Julian),2241086.1590277636,0.00021247680700753335,0.8596319585914308,182.51914554561992,17.90730116561636,longitude_conjunction
Mercury,Saturn,1423-10-22 02:23 UT (Julian),2241102.599305539,0.00026403561017218635,1.0105920273663815,207.80577236953644,9.069052850555721,longitude_conjunction
Mercury,Mars,1423-11-01 22:45 UT (Julian),2241113.447916652,0.0002517441759266603,0.03292411964609228,225.34158992714225,2.46204345538456,longitude_conjunction
Mercury,Mars,1424-01-17 18:26 UT (Julian),2241190.26805554,5.5689085684207384e-05,2.8028716758141092,281.86207061401274,24.067973062044302,longitude_conjunction
Mercury,Mars,1424-01-25 05:45 UT (Julian),2241197.739583318,4.467007613584428e-05,1.520528596402392,287.56565342139027,25.931535864532634,longitude_conjunction
Mercury,Venus,1424-02-13 06:21 UT (Julian),2241216.7645833176,0.000281762382769557,9.795180148764052,312.0038749037671,20.663291786507386,longitude_conjunction
Venus,Mars,1424-02-25 08:21 UT (Julian),2241228.8479166497,0.00018766435516681668,7.438941405250112,311.5525605195548,33.193473779356566,longitude_conjunction
Venus,Mars,1424-04-24 15:58 UT (Julian),2241288.1652777637,7.237218261479939e-05,0.09778991601200156,357.4051798588688,45.47382774734899,longitude_conjunction
Mercury,Venus,1424-09-10 18:12 UT (Julian),2241427.258333318,0.0001057097465491097,1.3483286867557882,160.60965515519476,15.935243840765764,longitude_conjunction
Mercury,Venus,1424-09-29 23:19 UT (Julian),2241446.4715277627,0.00015823090771505122,0.39225437697644516,184.56170005077615,10.964703458659926,longitude_conjunction
Mercury,Jupiter,1424-10-13 19:38 UT (Julian),2241460.3180555394,0.0002881929581235454,0.42392335562458294,207.96810059411362,1.3621118916673538,longitude_conjunction
Venus,Jupiter,1424-10-19 16:01 UT (Julian),2241466.167361097,4.693758191365305e-05,0.07436573087774702,209.2503020693655,5.944160631731478,longitude_conjunction
Mercury,Saturn,1424-10-19 23:47 UT (Julian),2241466.490972207,0.0003883942977722654,2.2209516832391003,217.98162584407902,2.462161618202771,longitude_conjunction
Venus,Saturn,1424-10-27 07:25 UT (Julian),2241473.8090277617,0.0003324427238453609,1.2593543496693065,218.8533473229996,4.029510108249781,longitude_conjunction
Mercury,Venus,1424-12-12 18:24 UT (Julian),2241520.2666666512,0.0005071591613727833,2.496100890757612,277.2874283229164,7.238831635426152,longitude_conjunction
Jupiter,Saturn,1425-02-14 14:47 UT (Julian),2241584.115972205,4.416088216885328e-06,1.17775262416385,227.3032443158997,107.47648627030526,great_conjunction
Jupiter,Saturn,1425-03-18 07:33 UT (Julian),2241615.814583317,4.103895292928428e-06,1.1999955860317715,226.5501902913433,139.7133019397777,great_conjunction
Jupiter,Saturn,1425-08-26 07:33 UT (Julian),2241776.814583317,1.191297246805334e-05,1.2618214889173451,222.67265221489876,61.467461195990325,great_conjunction
Mercury,Venus,1425-09-09 21:20 UT (Julian),2241791.388888875,0.0005692088080593294,9.856540601142413,162.2356926819362,13.21512587325023,longitude_conjunction
Mars,Saturn,1425-10-16 11:07 UT (Julian),2241827.9631944294,9.999282286798916e-05,2.230751949823147,227.7314247031856,15.994220650685236,longitude_conjunction
Mercury,Saturn,1425-10-19 07:32 UT (Julian),2241830.8138888725,0.0004431569713005956,3.382626236000449,228.0612194237914,13.464531254432927,longitude_conjunction
Mercury,Mars,1425-10-21 12:26 UT (Julian),2241833.01805554,0.00014468421775859497,1.3145754670325047,231.35572549864463,14.545701933913705,longitude_conjunction
Mercury,Jupiter,1425-10-23 05:34 UT (Julian),2241834.731944429,0.00026129226569082675,2.475452694486881,233.89234285093792,15.359912960306218,longitude_conjunction
Mars,Jupiter,1425-10-25 19:51 UT (Julian),2241837.3270833166,0.00016024387068114265,1.04598315018043,234.46383552193066,13.321014968640526,longitude_conjunction
Mercury,Mars,1425-11-28 11:22 UT (Julian),2241870.973611096,0.0006763644070133523,1.9834124643400464,259.32532642291665,4.08890955041602,longitude_conjunction
Venus,Saturn,1425-12-21 02:54 UT (Julian),2241893.6208333164,0.00018018728184188149,0.5331790055836946,235.14019386447487,43.185561627155636,longitude_conjunction
Venus,Jupiter,1426-01-02 02:25 UT (Julian),2241905.6006944277,5.682569738496568e-05,1.49597294423739,249.29968422598984,41.231626572102755,longitude_conjunction
Mercury,Mars,1426-01-23 04:50 UT (Julian),2241926.701388874,0.00012227779438944708,0.9042303387804703,302.30958202089766,9.653972467844483,longitude_conjunction
Venus,Mars,1426-03-27 10:29 UT (Julian),2241989.936805541,2.6250725113641238e-06,0.41676057598907673,351.9006241026197,23.085297717881303,longitude_conjunction
Mercury,Venus,1426-04-04 06:30 UT (Julian),2241997.7708333177,5.384317705647845e-05,0.5411544779007109,1.4985337709148092,21.141284078155195,longitude_conjunction
Mercury,Mars,1426-04-13 19:14 UT (Julian),2242007.301388873,0.45536937403633715,1.6494533625618577,5.519577013011292,26.390521774046448,longitude_conjunction
Mercury,Venus,1426-05-15 07:57 UT (Julian),2242038.8312499835,0.00017765150172976973,0.08015601441119186,51.7909191539713,10.48908049078679,longitude_conjunction
Mercury,Venus,1426-07-23 02:41 UT (Julian),2242107.6118055386,5.937632352015498e-05,6.1872766893155555,136.3402488684242,8.399100472889245,longitude_conjunction
Venus,Saturn,1426-10-13 00:49 UT (Julian),2242189.534027762,0.00031381967119159526,2.553474997373459,237.45349612189943,29.39538096492359,longitude_conjunction
Mercury,Saturn,1426-10-20 22:50 UT (Julian),2242197.451388874,7.267559070101015e-05,4.3540484429887085,238.32264862985545,22.331414518692952,longitude_conjunction
Venus,Jupiter,1426-11-01 00:42 UT (Julian),2242208.529166651,0.000290851896750155,1.7652881998400687,260.75581460020624,33.60743440219986,longitude_conjunction
Mercury,Saturn,1426-11-14 05:55 UT (Julian),2242221.7465277626,3.652185964142518e-05,0.7143061041496752,241.1360816606358,0.6100744732168266,longitude_conjunction
Mercury,Saturn,1426-12-08 04:30 UT (Julian),2242245.6874999856,0.0003868171530427844,0.10672242668031409,243.91844198443363,20.96910103749542,longitude_conjunction
Mercury,Jupiter,1426-12-29 04:15 UT (Julian),2242266.677083319,5.236590010326836e-05,1.0826542194520976,273.8932399611299,12.394458318395436,longitude_conjunction
Mercury,Venus,1427-04-22 23:04 UT (Julian),2242381.461111096,0.0007273425986511484,5.329842357989644,23.699113269964336,16.838280488544626,longitude_conjunction
Mars,Saturn,1427-10-26 03:06 UT (Julian),2242567.629166653,0.00011362081193055928,2.20094118811293,248.9275555881288,27.9659600681741,longitude_conjunction
Mercury,Venus,1427-11-11 01:30 UT (Julian),2242583.5624999837,9.07227231152774e-05,1.1867511861228472,217.93109443035445,19.12185565110488,longitude_conjunction
Mercury,Venus,1427-12-06 19:47 UT (Julian),2242609.324305539,8.56011054679584e-05,0.4698455479297116,250.2855241501409,12.963592123147436,longitude_conjunction
Mercury,Saturn,1427-12-09 06:42 UT (Julian),2242611.779166651,7.271651188034411e-05,1.6101667302776057,254.01503104804812,11.735996129112664,longitude_conjunction
Venus,Saturn,1427-12-09 20:13 UT (Julian),2242612.3423610944,7.177350005349581e-05,0.9744175649375946,254.08023724762796,12.244894049980644,longitude_conjunction
Mars,Jupiter,1428-01-01 07:41 UT (Julian),2242634.8201388726,0.00012467816492289785,0.5628165978567405,300.67620786680607,11.433600533460549,longitude_conjunction
Mercury,Jupiter,1428-01-08 02:14 UT (Julian),2242641.593055539,0.00043842697061791114,1.4989415694339727,302.2772269975591,6.1432270554544175,longitude_conjunction
Mercury,Mars,1428-01-12 00:32 UT (Julian),2242645.5222222065,1.4833075397291395e-05,0.7706598913954434,309.12632641849154,8.997928237310816,longitude_conjunction
Venus,Jupiter,1428-01-19 07:43 UT (Julian),2242652.8215277614,9.569999548375563e-05,0.5487779019198615,304.94904678994317,2.590802263828209,longitude_conjunction
Venus,Mars,1428-02-09 20:18 UT (Julian),2242674.3458333164,0.00013143099312173945,0.4052014465376803,331.90493994037627,2.637156258204982,longitude_conjunction
Mercury,Venus,1428-02-11 23:30 UT (Julian),2242676.4791666516,0.0004438526532908327,5.168107351160286,334.5713219722604,3.1606484006458118,longitude_conjunction
Mercury,Mars,1428-02-12 12:46 UT (Julian),2242677.0319444286,0.0002139024299481207,4.758525362905938,334.021460791732,2.055863419088041,longitude_conjunction
Mercury,Mars,1428-04-12 08:11 UT (Julian),2242736.8409722056,4.589789881492834e-05,0.9643700607830068,20.185433089039417,10.805065369161724,longitude_conjunction
Mercury,Venus,1428-11-20 05:12 UT (Julian),2242958.716666652,0.0006006461875642799,0.3999375465437592,236.90909371186916,10.204436529608842,longitude_conjunction
Mercury,Saturn,1428-12-07 09:59 UT (Julian),2242975.915972208,0.00035803086700525455,2.42277059852206,263.8238638734648,0.7997088484615347,longitude_conjunction
Venus,Saturn,1429-01-27 00:13 UT (Julian),2243026.5090277623,0.00021899059930774456,2.3701392777998618,269.33978453053294,46.745148559170445,longitude_conjunction
Mercury,Jupiter,1429-03-16 20:12 UT (Julian),2243075.34166665,5.870727954970789e-05,1.3298931528379452,345.8861105172677,18.968295797878454,longitude_conjunction
Venus,Jupiter,1429-04-09 03:36 UT (Julian),2243098.649999986,1.3702761521017237e-06,0.3268128453232696,351.1724389668756,36.491622172236134,longitude_conjunction
Mercury,Venus,1429-06-17 12:05 UT (Julian),2243168.0034722066,0.0002134505251660812,3.1616884088081227,74.49363899793457,19.71476486126636,longitude_conjunction
Mercury,Venus,1429-07-05 23:35 UT (Julian),2243186.4826388736,0.0001896231835587514,0.1265156088697856,97.02185247988288,14.808230211343528,longitude_conjunction
Mercury,Venus,1429-09-23 20:07 UT (Julian),2243266.3381944275,0.00044419463262102,3.6532841264796145,195.95382797462761,6.719550978914498,longitude_conjunction
Mars,Saturn,1429-11-01 07:32 UT (Julian),2243304.8138888725,0.00010980774806057525,1.8703874561796654,269.80359586571205,42.087455070197365,longitude_conjunction
Venus,Saturn,1429-11-23 19:53 UT (Julian),2243327.328472206,0.00036294486926635727,1.8053259329182492,272.17725616054275,21.63973797737313,longitude_conjunction
Mercury,Saturn,1429-12-06 07:40 UT (Julian),2243339.819444428,0.0004188809252241299,2.6987746602577283,273.60959268737395,10.349546389923546,longitude_conjunction
Venus,Mars,1429-12-26 11:52 UT (Julian),2243359.994444429,9.734337845657137e-05,0.5773973258701605,312.80957028334996,28.980541202118957,longitude_conjunction
Venus,Jupiter,1430-02-07 06:05 UT (Julian),2243402.7534722066,0.0001483317381598681,0.8145532891282966,4.982289775834476,37.801976503477874,longitude_conjunction
Mars,Jupiter,1430-03-13 23:41 UT (Julian),2243437.4868055405,3.1255138452479514e-05,0.637310290002129,12.944785526596704,11.14877082157733,longitude_conjunction
Mercury,Jupiter,1430-03-24 08:38 UT (Julian),2243447.8597222054,0.000498607468443879,0.6316295078264573,15.43055158122214,3.4267644137265165,longitude_conjunction
Mercury,Mars,1430-03-28 06:37 UT (Julian),2243451.7756944285,0.0002547941789430297,0.5461920043598782,23.628146384880736,7.785765593199898,longitude_conjunction
Mercury,Mars,1430-05-12 10:29 UT (Julian),2243496.936805541,0.0004171986814185402,2.384178484497292,56.25751101524397,3.284063163895439,longitude_conjunction
Mercury,Mars,1430-06-21 12:13 UT (Julian),2243537.0090277623,0.0001894569459750528,0.8430981751301617,83.79714332597827,13.99746179554927,longitude_conjunction
Mercury,Venus,1430-06-26 07:14 UT (Julian),2243541.801388873,0.0005922011094980917,5.342763042160818,93.4126866941127,8.951112412367706,longitude_conjunction
Venus,Mars,1430-07-01 20:15 UT (Julian),2243547.3437499832,0.0003430484331943262,6.135169873037257,90.70272463505195,16.94605493149504,longitude_conjunction
Venus,Mars,1430-09-23 04:44 UT (Julian),2243630.6972222077,0.00014629464178028684,1.5241596723391657,143.83703488602043,44.527139249105744,longitude_conjunction
Mercury,Saturn,1430-12-07 08:29 UT (Julian),2243705.8534722053,0.0001715184710064932,1.845285142165577,283.7136635838983,19.64472336204119,longitude_conjunction
Mercury,Saturn,1430-12-23 12:30 UT (Julian),2243722.0208333177,0.00020972847909206394,2.264604106454127,285.5939405351385,5.036255658028722,longitude_conjunction
